date,nav,dayChange,scheme_code
2024-04-23,108.949,0.3251999999999952,119718
2024-04-24,109.7734,0.8243999999999971,119718
2024-04-25,109.7998,0.0264000000000095,119718
2024-04-26,109.7428,-0.0570000000000021,119718
2024-04-29,110.6119,0.8691000000000031,119718
2024-04-30,110.646,0.0340999999999951,119718
2024-05-02,110.9481,0.3020999999999958,119718
2024-05-03,110.2332,-0.7149000000000001,119718
2024-05-06,110.0516,-0.1816000000000031,119718
2024-05-07,109.2688,-0.7827999999999946,119718
2024-05-08,109.4338,0.1650000000000062,119718
2024-05-09,107.8815,-1.5523000000000025,119718
2024-05-10,108.4021,0.5206000000000017,119718
2024-05-13,108.2476,-0.1544999999999987,119718
2024-05-14,108.8716,0.6239999999999952,119718
2024-05-15,109.3135,0.4419000000000039,119718
2024-05-16,110.4481,1.1345999999999918,119718
2024-05-17,111.2715,0.8234000000000066,119718
2024-05-21,111.5248,0.2532999999999958,119718
2024-05-22,111.5598,0.0349999999999965,119718
2024-05-23,112.1998,0.6400000000000006,119718
2024-05-24,111.9895,-0.2102999999999895,119718
2024-05-27,112.1203,0.1307999999999936,119718
2024-05-28,111.7797,-0.3405999999999949,119718
2024-05-29,111.3455,-0.4342000000000041,119718
2024-05-30,110.2177,-1.1278000000000077,119718
2024-05-31,110.4505,0.2328000000000116,119718
2024-06-03,113.3768,2.9262999999999977,119718
2024-06-04,107.0911,-6.285700000000006,119718
2024-06-05,110.7299,3.6388000000000034,119718
2024-06-06,112.2386,1.5087000000000046,119718
2024-06-07,113.8081,1.5694999999999908,119718
2024-06-10,114.2539,0.4458000000000055,119718
2024-06-11,114.5621,0.3081999999999993,119718
2024-06-12,115.2117,0.6495999999999924,119718
2024-06-13,115.4669,0.2552000000000021,119718
2024-06-14,116.1527,0.6858000000000004,119718
2024-06-18,116.4876,0.3349000000000046,119718
2024-06-19,116.2454,-0.2421999999999968,119718
2024-06-20,116.7019,0.4564999999999912,119718
2024-06-21,116.5732,-0.1286999999999949,119718
2024-06-24,116.721,0.1478000000000037,119718
2024-06-25,117.1327,0.4116999999999962,119718
2024-06-26,117.4756,0.3429000000000002,119718
2024-06-27,118.0598,0.5841999999999956,119718
2024-06-28,117.9485,-0.1112999999999999,119718
2024-06-30,117.9453,-0.0031999999999925,119718
2024-07-01,118.9114,0.9660999999999972,119718
2024-07-02,118.6756,-0.2357999999999975,119718
2024-07-03,119.4138,0.738199999999992,119718
2024-07-04,119.5578,0.1440000000000054,119718
2024-07-05,119.94,0.3821999999999974,119718
2024-07-08,119.861,-0.0789999999999935,119718
2024-07-09,120.282,0.4209999999999922,119718
2024-07-10,119.844,-0.4380000000000024,119718
2024-07-11,120.1128,0.2687999999999988,119718
2024-07-12,120.2258,0.1130000000000137,119718
2024-07-15,120.7359,0.5100999999999942,119718
2024-07-16,120.8733,0.1373999999999995,119718
2024-07-18,120.9554,0.0820999999999969,119718
2024-07-19,119.3474,-1.608000000000004,119718
2024-07-22,119.6964,0.3490000000000037,119718
2024-07-23,119.3064,-0.3900000000000005,119718
2024-07-24,119.5201,0.2137000000000029,119718
2024-07-25,119.7,0.1799000000000035,119718
2024-07-26,121.3737,1.6736999999999966,119718
2024-07-29,121.9051,0.531400000000005,119718
2024-07-30,122.1781,0.2729999999999961,119718
2024-07-31,122.7134,0.5352999999999923,119718
2024-08-01,122.4711,-0.2422999999999859,119718
2024-08-02,121.3721,-1.0990000000000038,119718
2024-08-05,117.828,-3.5441000000000003,119718
2024-08-06,117.7658,-0.0622000000000042,119718
2024-08-07,119.1163,1.3504999999999967,119718
2024-08-08,118.567,-0.5493000000000023,119718
2024-08-09,119.5524,0.9854000000000128,119718
2024-08-12,120.0813,0.528899999999993,119718
2024-08-13,118.9994,-1.0819000000000043,119718
2024-08-14,118.7436,-0.2557999999999936,119718
2024-08-16,120.6332,1.8896000000000013,119718
2024-08-19,121.1095,0.4762999999999948,119718
2024-08-20,121.7859,0.676400000000001,119718
2024-08-21,122.3787,0.5927999999999969,119718
2024-08-22,122.7355,0.3568000000000069,119718
2024-08-23,122.6368,-0.098700000000008,119718
2024-08-26,123.0622,0.4254000000000104,119718
2024-08-27,123.5419,0.479699999999994,119718
2024-08-28,123.347,-0.194900000000004,119718
2024-08-29,123.2345,-0.1124999999999971,119718
2024-08-30,123.7633,0.5288000000000039,119718
2024-08-31,123.761,-0.0023000000000052,119718
2024-09-02,123.7333,-0.0276999999999958,119718
2024-09-03,123.8681,0.1347999999999984,119718
2024-09-04,123.9072,0.0391000000000048,119718
2024-09-05,124.2213,0.3140999999999962,119718
2024-09-06,122.9696,-1.2516999999999996,119718
2024-09-09,122.8711,-0.0985000000000013,119718
2024-09-10,123.4553,0.5841999999999956,119718
2024-09-11,122.772,-0.6832999999999885,119718
2024-09-12,124.5373,1.7652999999999963,119718
2024-09-13,124.5866,0.0493000000000023,119718
2024-09-16,124.7996,0.2129999999999938,119718
2024-09-17,125.1312,0.3316000000000088,119718
2024-09-18,125.0475,-0.0837000000000074,119718
2024-09-19,125.0913,0.0438000000000045,119718
2024-09-20,126.8597,1.7683999999999995,119718
2024-09-23,127.7386,0.8789000000000016,119718
2024-09-24,127.6551,-0.0835000000000008,119718
2024-09-25,127.4317,-0.223399999999998,119718
2024-09-26,127.9316,0.4998999999999967,119718
2024-09-27,127.624,-0.3076000000000078,119718
2024-09-30,126.6861,-0.9378999999999992,119718
2024-10-01,126.878,0.1919000000000039,119718
2024-10-03,124.7957,-2.082300000000004,119718
2024-10-04,123.8517,-0.9440000000000026,119718
2024-10-07,121.8942,-1.957499999999996,119718
2024-10-08,123.4952,1.600999999999999,119718
2024-10-09,123.8204,0.3252000000000095,119718
2024-10-10,123.9128,0.0923999999999978,119718
2024-10-11,124.174,0.2612000000000023,119718
2024-10-14,124.6281,0.4540999999999968,119718
2024-10-15,124.8224,0.1942999999999983,119718
2024-10-16,124.4687,-0.3537000000000034,119718
2024-10-17,123.1126,-1.356099999999998,119718
2024-10-18,123.2523,0.1397000000000048,119718
2024-10-21,122.3041,-0.9482,119718
2024-10-22,120.1538,-2.150300000000001,119718
2024-10-23,120.0488,-0.1050000000000039,119718
2024-10-24,119.6466,-0.4021999999999934,119718
2024-10-25,118.2678,-1.3788000000000125,119718
2024-10-28,118.7867,0.5189000000000021,119718
2024-10-29,119.3653,0.5786000000000087,119718
2024-10-30,119.1551,-0.2102000000000004,119718
2024-10-31,119.3043,0.1491999999999933,119718
2024-11-04,118.9057,-0.3986000000000018,119718
2024-11-05,119.6184,0.7126999999999981,119718
2024-11-06,121.4493,1.8309,119718
2024-11-07,120.6543,-0.7949999999999875,119718
2024-11-08,119.7841,-0.8702000000000112,119718
2024-11-11,119.4232,-0.3609000000000009,119718
2024-11-12,118.3505,-1.0726999999999975,119718
2024-11-13,116.4338,-1.916699999999992,119718
2024-11-14,116.6013,0.1674999999999897,119718
2024-11-18,116.2797,-0.3215999999999894,119718
2024-11-19,116.6439,0.3641999999999967,119718
2024-11-21,116.1208,-0.5230999999999995,119718
2024-11-22,117.699,1.5781999999999954,119718
2024-11-25,119.2429,1.5439000000000078,119718
2024-11-26,119.4115,0.1685999999999978,119718
2024-11-27,119.8278,0.4162999999999925,119718
2024-11-28,118.9692,-0.8585999999999956,119718
2024-11-29,119.7561,0.7869000000000028,119718
2024-11-30,119.7545,-0.0016000000000104,119718
2024-12-02,120.5737,0.8192000000000093,119718
2024-12-03,121.4977,0.9239999999999924,119718
2024-12-04,122.0123,0.5146000000000015,119718
2024-12-05,122.5769,0.5645999999999987,119718
2024-12-06,122.8669,0.2900000000000062,119718
2024-12-09,123.0043,0.1373999999999995,119718
2024-12-10,123.3554,0.3511000000000024,119718
2024-12-11,123.9031,0.5476999999999919,119718
2024-12-12,123.2709,-0.6321999999999974,119718
2024-12-13,123.8942,0.6233000000000004,119718
2024-12-16,123.9654,0.0712000000000045,119718
2024-12-17,122.8694,-1.0960000000000036,119718
2024-12-18,122.0106,-0.8588000000000022,119718
2024-12-19,121.362,-0.6486000000000018,119718
2024-12-20,119.4801,-1.8819000000000017,119718
2024-12-23,119.6909,0.2108000000000061,119718
2024-12-24,119.7154,0.0245000000000032,119718
2024-12-26,119.6038,-0.1115999999999957,119718
2024-12-27,119.6217,0.0178999999999973,119718
2024-12-30,118.9195,-0.7022000000000048,119718
2024-12-31,119.1655,0.2459999999999951,119718
2025-01-01,119.9204,0.7549000000000063,119718
