category,scheme_name,benchmark,return_1y_direct,return_3y_direct,return_5y_direct
Contra,SBI Contra Fund,BSE 500 TRI,2.4379544,13.530206,16.779516
Dividend Yield,Aditya Birla Sun Life Dividend Yield Fund,Nifty 500 TRI,7.751272,15.495527,14.578495
Dividend Yield,Baroda BNP Paribas Dividend Yield Fund,Nifty 500 TRI,7.361139,,
Dividend Yield,Franklin India Dividend Yield Fund,Nifty 500 TRI,3.410758,13.576993,13.719838
Dividend Yield,HDFC Dividend Yield Fund,Nifty 500 TRI,4.5933967,13.892767,15.962504
Dividend Yield,ICICI Prudential Dividend Yield Equity Fund,Nifty 500 TRI,5.8171744,18.744339,19.102562
Dividend Yield,Kotak Dividend Yield Fund,Nifty 500 TRI,,,
Dividend Yield,LIC MF Dividend Yield Fund,Nifty 500 TRI,10.706564,20.82508,17.066637
Dividend Yield,SBI Dividend Yield Fund,Nifty 500 TRI,9.319522,13.546365,
Dividend Yield,Sundaram Dividend Yield Fund,Nifty 500 TRI,2.1487575,12.335528,11.388174
Dividend Yield,Tata Dividend Yield Fund,Nifty 500 TRI,14.511916,16.742327,15.283534
Dividend Yield,UTI Dividend Yield Fund,Nifty 500 TRI,4.3292036,15.505017,12.949129
Focused,360 ONE Focused Fund,BSE 500 TRI,8.125302,13.860805,13.055563
Focused,Aditya Birla Sun Life Focused Fund,Nifty 500 TRI,9.890981,15.3202915,13.02694
Focused,Axis Focused Fund,Nifty 500 TRI,4.8803678,11.446342,6.7496476
Focused,Bandhan Focused Fund,BSE 500 TRI,3.904922,16.216661,13.246604
Focused,Baroda BNP Paribas Focused Fund,Nifty 500 TRI,1.1132174,10.99533,11.162807
Focused,Canara Robeco Focused Fund,BSE 500 TRI,2.9508197,15.457078,14.163699
Focused,DSP Focused Fund,Nifty 500 TRI,5.935108,15.634492,11.848832
Focused,Edelweiss Focused Fund,Nifty 500 TRI,7.107526,15.381645,
Focused,Franklin India Focused Equity Fund,Nifty 500 TRI,-2.9000185,10.407141,11.800021
Focused,HDFC Focused Fund,Nifty 500 TRI,5.662632,17.927074,19.644497
Focused,HSBC Focused Fund,Nifty 500 TRI,10.57197,16.11828,12.697206
Focused,ICICI Prudential Focused Equity Fund,BSE 500 TRI,8.419029,19.148054,17.526218
Focused,ITI Focused Fund,Nifty 500 TRI,12.228259,20.065731,
Focused,Invesco India Focused Fund,BSE 500 TRI,4.4227643,23.54096,16.855846
Focused,JM Focused Fund,BSE 500 TRI,8.186381,15.459248,15.269442
Focused,Kotak Focused Fund,Nifty 500 TRI,13.678629,17.175474,14.480533
Focused,LIC MF Focused Fund,Nifty 500 TRI,7.2852683,11.25215,10.889102
Focused,Mahindra Manulife Focused Fund,Nifty 500 TRI,5.7399144,16.372128,15.818893
Focused,Mirae Asset Focused Fund,Nifty 500 TRI,-0.42128763,8.668413,7.897683
Focused,Motilal Oswal Focused Fund,Nifty 500 TRI,22.5254,13.6389885,11.051924
Focused,Nippon India Focused Fund,BSE 500 TRI,4.7425117,12.217797,12.148494
Focused,Old Bridge Focused Fund,BSE 500 TRI,23.706896,,
Focused,Quant Focused Fund,Nifty 500 TRI,13.866964,15.323016,14.164587
Focused,SBI Focused Fund,BSE 500 TRI,17.759714,17.32147,14.060133
Focused,Sundaram Focused Fund,Nifty 500 TRI,7.3641887,12.094019,11.350759
Focused,Tata Focused Fund,Nifty 500 TRI,3.8323328,12.514248,12.051866
Focused,UTI Focused Fund,Nifty 500 TRI,4.7500525,12.314657,
Focused,Union Focused Fund,BSE 500 TRI,11.111111,13.215656,11.531795
Sectoral / Thematic,360 ONE Quant Fund,BSE 200 TRI,2.826112,18.649382,
Sectoral / Thematic,Aditya Birla Sun Life Banking & Financial Services Fund,Nifty Financial Services TRI,8.717795,12.362467,12.390711
Sectoral / Thematic,Aditya Birla Sun Life Business Cycle Fund,BSE 500 TRI,11.410256,14.563976,
Sectoral / Thematic,Aditya Birla Sun Life Conglomerate Fund,BSE Select Business Groups Index TRI,9.297913,,
Sectoral / Thematic,Aditya Birla Sun Life Consumption Fund,Nifty India Consumption TRI,0.1951775,11.284467,12.189354
Sectoral / Thematic,Aditya Birla Sun Life Digital India Fund,BSE Teck TRI,-1.3080691,7.8300633,6.8086853
Sectoral / Thematic,Aditya Birla Sun Life ESG Integration Strategy Fund,Nifty 100 ESG TRI,6.9094806,13.504977,10.377145
Sectoral / Thematic,Aditya Birla Sun Life Infrastructure Fund,Nifty Infrastructure TRI,15.955207,19.530521,18.889511
Sectoral / Thematic,Aditya Birla Sun Life International Equity Fund,S&P Global 1200 TRI,25.527117,19.983055,12.398876
Sectoral / Thematic,Aditya Birla Sun Life MNC Fund,Nifty MNC TRI,-1.1510677,9.715984,7.2480106
Sectoral / Thematic,Aditya Birla Sun Life Manufacturing Equity Fund,BSE India Manufacturing TRI,26.537683,22.3654,15.916559
Sectoral / Thematic,Aditya Birla Sun Life PSU Equity Fund,BSE PSU TRI,15.267395,24.399239,24.305025
Sectoral / Thematic,Aditya Birla Sun Life Pharma & Healthcare Fund,BSE Healthcare TRI,19.547325,22.22373,14.923315
Sectoral / Thematic,Aditya Birla Sun Life Quant Fund,Nifty 200 TRI,13.17176,,
Sectoral / Thematic,Aditya Birla Sun Life Special Opportunities Fund,BSE 500 TRI,18.995052,20.879269,16.011292
Sectoral / Thematic,Aditya Birla Sun Life Transportation and Logistics Fund,Nifty Transportation & Logistics TRI,27.83286,,
Sectoral / Thematic,Axis Business Cycles Fund,Nifty 500 TRI,6.8275456,15.533669,
Sectoral / Thematic,Axis Consumption Fund,Nifty India Consumption TRI,2.4973986,,
Sectoral / Thematic,Axis ESG Integration Strategy Fund,Nifty 100 ESG TRI,2.2153301,10.412482,8.107236
Sectoral / Thematic,Axis India Manufacturing Fund,Nifty India Manufacturing TRI,19.044222,,
Sectoral / Thematic,Axis Innovation Fund,Nifty 500 TRI,15.364983,17.751326,13.18933
Sectoral / Thematic,Axis Momentum Fund,Nifty 500 TRI,0.32362458,,
Sectoral / Thematic,Axis Quant Fund,BSE 200 TRI,8.06743,11.618896,11.292753
Sectoral / Thematic,Axis Services Opportunities Fund,Nifty Services Sector TRI,3.8539553,,
Sectoral / Thematic,Bajaj Finserv Banking and Financial Services Fund,Nifty Financial Services TRI,,,
Sectoral / Thematic,Bajaj Finserv Consumption Fund,Nifty India Consumption TRI,1.008316,,
Sectoral / Thematic,Bajaj Finserv Healthcare Fund,BSE Healthcare TRI,20.5298,,
Sectoral / Thematic,Bandhan Business Cycle Fund,Nifty 500 TRI,2.6626627,,
Sectoral / Thematic,Bandhan Financial Services Fund,Nifty Financial Services TRI,6.6684537,17.287373,
Sectoral / Thematic,Bandhan Healthcare Fund,BSE Healthcare TRI,,,
Sectoral / Thematic,Bandhan Infrastructure Fund,BSE India Infrastructure TRI,1.8469024,18.562376,17.803566
Sectoral / Thematic,Bandhan Innovation Fund,Nifty 500 TRI,22.71921,,
Sectoral / Thematic,Bandhan Multi-Factor Fund,BSE 200 TRI,3.4669883,,
Sectoral / Thematic,Bandhan Transportation and Logistics Fund,Nifty Transportation & Logistics TRI,20.999783,22.946415,
Sectoral / Thematic,Bank of India Banking & Financial Services Fund,Nifty Financial Services TRI,,,
Sectoral / Thematic,Bank of India Business Cycle Fund,Nifty 500 TRI,8.552631,,
Sectoral / Thematic,Bank of India Consumption Fund,Nifty India Consumption TRI,7.6208177,,
Sectoral / Thematic,Bank of India Manufacturing & Infrastructure Fund,BSE India Manufacturing Total Return Index (TRI) - 50% & BSE India Infrastructure,22.623604,24.844244,22.16904
Sectoral / Thematic,Baroda BNP Paribas Banking and Financial Services Fund,Nifty Financial Services TRI,7.948217,15.7942705,13.481582
Sectoral / Thematic,Baroda BNP Paribas Business Conglomerates Fund,Nifty Conglomerate 50 Index,,,
Sectoral / Thematic,Baroda BNP Paribas Business Cycle Fund,BSE 500 TRI,7.268324,14.824774,
Sectoral / Thematic,Baroda BNP Paribas ESG Best-in-Class Strategy Fund,Nifty 100 ESG TRI,,,
Sectoral / Thematic,Baroda BNP Paribas Energy Opportunities Fund,Nifty Energy TRI,6.8399367,,
Sectoral / Thematic,Baroda BNP Paribas Health and Wellness Fund,BSE Healthcare TRI,11.212731,,
Sectoral / Thematic,Baroda BNP Paribas India Consumption Fund,Nifty India Consumption TRI,1.9530766,12.791322,13.002968
Sectoral / Thematic,Baroda BNP Paribas Innovation Fund,Nifty 500 TRI,14.194646,,
Sectoral / Thematic,Baroda BNP Paribas Manufacturing Fund,Nifty India Manufacturing TRI,18.15333,,
Sectoral / Thematic,Canara Robeco Banking and Financial Services Fund,Nifty Financial Services TRI,,,
Sectoral / Thematic,Canara Robeco Consumption Fund,Nifty India Consumption TRI,2.3731782,13.340711,13.722366
Sectoral / Thematic,Canara Robeco Infrastructure Fund,BSE India Infrastructure TRI,7.3377233,22.280626,21.51945
Sectoral / Thematic,Canara Robeco Manufacturing Fund,Nifty India Manufacturing TRI,14.454976,,
Sectoral / Thematic,DSP Banking & Financial Services Fund,Nifty Financial Services TRI,17.726557,,
Sectoral / Thematic,DSP Business Cycle Fund,Nifty 500 TRI,8.555667,,
Sectoral / Thematic,DSP Healthcare Fund,BSE Healthcare TRI,15.344844,21.274769,16.12289
Sectoral / Thematic,DSP India T.I.G.E.R. Fund,BSE India Infrastructure TRI,18.250042,23.228893,22.8396
Sectoral / Thematic,DSP Natural Resources and New Energy Fund,35% BSE Oil & Gas Index +30% BSE Metal Index + 35% MSCI World Energy 30% Buffer 10/40 Net Total Return,24.548855,21.712284,16.637419
Sectoral / Thematic,DSP Quant Fund,BSE 200 TRI,4.106182,8.625075,7.4695997
Sectoral / Thematic,Edelweiss Business Cycle Fund,Nifty 500 TRI,4.964785,,
Sectoral / Thematic,Edelweiss Consumption Fund,Nifty India Consumption TRI,4.850924,,
Sectoral / Thematic,Edelweiss Recently Listed IPO Fund,Nifty IPO TRI,21.555433,18.0953,13.013231
Sectoral / Thematic,Edelweiss Technology Fund,BSE Teck TRI,13.54621,,
Sectoral / Thematic,Franklin Asian Equity Fund,75% MSCI Asia (Ex-Japan) Standard Index + 25% Nifty 500 Index,43.63846,20.7718,8.946517
Sectoral / Thematic,Franklin Build India Fund,BSE India Infrastructure TRI,4.9420815,20.451637,20.765963
Sectoral / Thematic,Franklin India Multi-Factor Fund,BSE 200 TRI,,,
Sectoral / Thematic,Franklin India Opportunities Fund,Nifty 500 TRI,7.539328,23.035187,19.731771
Sectoral / Thematic,Franklin India Technology Fund,BSE Teck TRI,-2.1647823,12.042101,9.659098
Sectoral / Thematic,Groww Banking & Financial Services Fund,Nifty Financial Services TRI,14.958196,,
Sectoral / Thematic,HDFC Banking and Financial Services Fund,Nifty Financial Services TRI,10.17188,14.31302,13.759097
Sectoral / Thematic,HDFC Business Cycle Fund,Nifty 500 TRI,5.791379,12.6987705,
Sectoral / Thematic,HDFC Consumption Fund,Nifty India Consumption TRI,-0.102165915,13.792568,
Sectoral / Thematic,HDFC Defence Fund,Nifty India Defence TRI,27.992619,40.603176,
Sectoral / Thematic,HDFC Housing Opportunities Fund,Nifty Housing TRI,-0.7365486,12.287559,12.905405
Sectoral / Thematic,HDFC Infrastructure Fund,BSE India Infrastructure TRI,1.5095206,17.722422,20.669027
Sectoral / Thematic,HDFC Innovation Fund,Nifty 500 TRI,19.387754,,
Sectoral / Thematic,HDFC MNC Fund,Nifty MNC TRI,8.23538,8.702497,
Sectoral / Thematic,HDFC Manufacturing Fund,Nifty India Manufacturing TRI,13.614937,,
Sectoral / Thematic,HDFC Pharma and Healthcare Fund,BSE Healthcare TRI,24.920671,,
Sectoral / Thematic,HDFC Technology Fund,BSE Teck TRI,-5.695639,,
Sectoral / Thematic,HDFC Transportation and Logistics Fund,Nifty Transportation & Logistics TRI,22.566504,,
Sectoral / Thematic,HSBC Business Cycles Fund,Nifty 500 TRI,3.6717017,16.998951,16.586493
Sectoral / Thematic,HSBC Consumption Fund,Nifty India Consumption TRI,5.8772073,,
Sectoral / Thematic,HSBC Financial Services Fund,BSE Financial Services TRI,14.149109,,
Sectoral / Thematic,HSBC India Export Opportunities Fund,Nifty 500 TRI,20.84054,,
Sectoral / Thematic,HSBC Infrastructure Fund,Nifty Infrastructure TRI,9.333107,17.448236,19.733212
Sectoral / Thematic,Helios Financial Services Fund,Nifty Financial Services TRI,4.2534723,,
Sectoral / Thematic,ICICI Prudential Active Momentum Fund,Nifty 500 TRI,11.6,,
Sectoral / Thematic,ICICI Prudential Banking and Financial Services Fund,Nifty Financial Services TRI,0.3481288,10.894202,10.4099655
Sectoral / Thematic,ICICI Prudential Bharat Consumption Fund,Nifty India Consumption TRI,4.0755835,12.874172,15.790537
Sectoral / Thematic,ICICI Prudential Business Cycle Fund,Nifty 500 TRI,4.8828125,17.563017,17.643473
Sectoral / Thematic,ICICI Prudential Commodities Fund,Nifty Commodities TRI,14.627775,18.471441,14.800173
Sectoral / Thematic,ICICI Prudential Conglomerate Fund,BSE Select Business Groups Index,,,
Sectoral / Thematic,ICICI Prudential ESG Exclusionary Strategy Fund,Nifty 100 ESG TRI,0.21285653,14.185572,11.476092
Sectoral / Thematic,ICICI Prudential Energy Opportunities Fund,Nifty Energy TRI,17.330677,,
Sectoral / Thematic,ICICI Prudential Equity Minimum Variance Fund,Nifty 50 TRI,4.789272,,
Sectoral / Thematic,ICICI Prudential Exports and Services Fund,BSE 500 TRI,7.5589657,16.845604,15.827706
Sectoral / Thematic,ICICI Prudential FMCG Fund,Nifty FMCG TRI,-11.762039,-1.0687686,7.858116
Sectoral / Thematic,ICICI Prudential Housing Opportunities Fund,Nifty Housing TRI,3.2832499,13.995396,
Sectoral / Thematic,ICICI Prudential India Opportunities Fund,Nifty 500 TRI,6.457516,17.34299,20.230515
Sectoral / Thematic,ICICI Prudential Infrastructure Fund,BSE India Infrastructure TRI,7.3906994,20.300013,23.704725
Sectoral / Thematic,ICICI Prudential Innovation Fund,Nifty 500 TRI,10.531972,20.892963,
Sectoral / Thematic,ICICI Prudential MNC Fund,Nifty MNC TRI,14.6921015,13.665042,13.79919
Sectoral / Thematic,ICICI Prudential Manufacturing  Fund,Nifty India Manufacturing TRI,16.475607,23.230669,21.253853
Sectoral / Thematic,ICICI Prudential PSU Equity Fund,BSE PSU TRI,10.819828,24.03377,
Sectoral / Thematic,ICICI Prudential Pharma Healthcare and Diagnostics (P.H.D) Fund,BSE Healthcare TRI,10.739191,23.584782,16.689993
Sectoral / Thematic,ICICI Prudential Quality Fund,Nifty 200 Quality 30 TRI,9.244533,,
Sectoral / Thematic,ICICI Prudential Quant Fund,BSE 200 TRI,6.3471503,14.235269,12.341832
Sectoral / Thematic,ICICI Prudential Rural Opportunities Fund,Nifty Rural TRI,3.4019697,,
Sectoral / Thematic,ICICI Prudential Technology Fund,BSE Teck TRI,-3.574081,9.249422,6.4956875
Sectoral / Thematic,ICICI Prudential Transportation And Logistics Fund,Nifty Transportation & Logistics TRI,23.671995,25.97401,
Sectoral / Thematic,ICICI Prudential US Bluechip Equity Fund,S&P 500 International,21.631493,15.307391,12.817168
Sectoral / Thematic,ITI Banking and Financial Services Fund,Nifty Financial Services TRI,12.466282,13.696578,
Sectoral / Thematic,ITI Bharat Consumption Fund,Nifty India Consumption TRI,7.78421,,
Sectoral / Thematic,ITI Business Cycle Fund,Nifty 500 TRI,,,
Sectoral / Thematic,ITI Pharma & Healthcare Fund,NIFTY Healthcare TRI,12.438669,20.118195,
Sectoral / Thematic,Invesco India Business Cycle Fund,Nifty 500 TRI,18.290735,,
Sectoral / Thematic,Invesco India Consumption Fund,Nifty India Consumption TRI,,,
Sectoral / Thematic,Invesco India ESG Integration Strategy Fund,Nifty 100 ESG TRI,2.1516945,11.639067,9.664032
Sectoral / Thematic,Invesco India Financial Services Fund,Nifty Financial Services TRI,10.208603,19.671091,15.4257145
Sectoral / Thematic,Invesco India Infrastructure Fund,BSE India Infrastructure TRI,9.476828,22.906307,20.797007
Sectoral / Thematic,Invesco India Manufacturing Fund,Nifty India Manufacturing TRI,16.68274,,
Sectoral / Thematic,Invesco India PSU Equity Fund,BSE PSU TRI,6.896083,23.248507,22.162092
Sectoral / Thematic,Invesco India Technology Fund,Nifty IT TRI,6.6736183,,
Sectoral / Thematic,JioBlackRock Sector Rotation Fund,Nifty 500 TRI,,,
Sectoral / Thematic,Kotak Active Momentum Fund,Nifty 500 TRI,,,
Sectoral / Thematic,Kotak Banking & Financial Services Fund,Nifty Financial Services TRI,11.313312,14.97266,
Sectoral / Thematic,Kotak Business Cycle Fund,Nifty 500 TRI,9.86632,17.704145,
Sectoral / Thematic,Kotak Consumption Fund,Nifty India Consumption TRI,7.287392,,
Sectoral / Thematic,Kotak ESG Exclusionary Strategy Fund,Nifty 100 ESG TRI,4.1698713,12.048911,9.497378
Sectoral / Thematic,Kotak Energy Opportunities Fund,Nifty Energy TRI,9.22007,,
Sectoral / Thematic,Kotak Healthcare Fund,NIFTY Healthcare TRI,23.632338,,
Sectoral / Thematic,Kotak Infrastructure and Economic Reform Fund,Nifty Infrastructure TRI,9.986875,17.65258,20.02005
Sectoral / Thematic,Kotak MNC Fund,Nifty MNC TRI,26.130703,,
Sectoral / Thematic,Kotak Manufacture In India Fund,Nifty India Manufacturing TRI,21.752033,21.618626,
Sectoral / Thematic,Kotak Quant Fund,Nifty 200 TRI,6.990861,16.129547,
Sectoral / Thematic,Kotak Rural Opportunities Fund,Nifty Rural TRI,,,
Sectoral / Thematic,Kotak Services Fund,Nifty Services Sector TRI,,,
Sectoral / Thematic,Kotak Special Opportunities Fund,Nifty 500 TRI,19.613173,,
Sectoral / Thematic,Kotak Technology Fund,BSE Teck TRI,-4.0136414,,
Sectoral / Thematic,Kotak Transportation & Logistics Fund,Nifty Transportation & Logistics TRI,14.236723,,
Sectoral / Thematic,LIC MF Banking & Financial Services Fund,Nifty Financial Services TRI,7.1393094,9.509838,10.666452
Sectoral / Thematic,LIC MF Consumption Fund,Nifty India Consumption TRI,,,
Sectoral / Thematic,LIC MF Healthcare Fund,BSE Healthcare TRI,14.79047,21.462778,12.5551605
Sectoral / Thematic,LIC MF Infrastructure Fund,Nifty Infrastructure TRI,14.1807575,26.610023,23.887768
Sectoral / Thematic,LIC MF Manufacturing Fund,Nifty India Manufacturing TRI,20.141247,,
Sectoral / Thematic,LIC MF Technology Fund,BSE Teck TRI,,,
Sectoral / Thematic,Mahindra Manulife Banking & Financial Services Fund,Nifty Financial Services TRI,12.8006525,,
Sectoral / Thematic,Mahindra Manulife Business Cycle Fund,Nifty 500 TRI,13.34937,,
Sectoral / Thematic,Mahindra Manulife Consumption Fund,Nifty India Consumption TRI,2.0782247,12.852317,12.981808
Sectoral / Thematic,Mahindra Manulife Innovation Opportunities Fund,Nifty 500 TRI,,,
Sectoral / Thematic,Mahindra Manulife Manufacturing Fund,Nifty India Manufacturing TRI,12.507495,,
Sectoral / Thematic,Mirae Asset Banking and Financial Services Fund,Nifty Financial Services TRI,8.456303,14.329566,14.132442
Sectoral / Thematic,Mirae Asset Great Consumer Fund,Nifty India Consumption TRI,4.382883,13.468886,15.164508
Sectoral / Thematic,Mirae Asset Healthcare Fund,BSE Healthcare TRI,20.065191,23.396412,15.904072
Sectoral / Thematic,Mirae Asset Infrastructure Fund,BSE India Infrastructure TRI,,,
Sectoral / Thematic,Motilal Oswal Active Momentum Fund,Nifty 500 TRI,26.82248,,
Sectoral / Thematic,Motilal Oswal Business Cycle Fund,Nifty 500 TRI,1.3760892,,
Sectoral / Thematic,Motilal Oswal Consumption Fund,Nifty India Consumption TRI,,,
Sectoral / Thematic,Motilal Oswal Digital India Fund,BSE Teck TRI,3.4455569,,
Sectoral / Thematic,Motilal Oswal Financial Services Fund,Nifty Financial Services TRI,,,
Sectoral / Thematic,Motilal Oswal Infrastructure Fund,Nifty Infrastructure TRI,9.852622,,
Sectoral / Thematic,Motilal Oswal Innovation Opportunities Fund,Nifty 500 TRI,17.665005,,
Sectoral / Thematic,Motilal Oswal Manufacturing Fund,Nifty India Manufacturing TRI,5.6188493,,
Sectoral / Thematic,Motilal Oswal Quant Fund,Nifty 200 TRI,3.8319366,,
Sectoral / Thematic,Motilal Oswal Services Fund,Nifty Services Sector TRI,15.9261055,,
Sectoral / Thematic,Motilal Oswal Special Opportunities Fund,Nifty 500 TRI,,,
Sectoral / Thematic,Nippon India Active Momentum Fund,Nifty 500 TRI,15.927121,,
Sectoral / Thematic,Nippon India Banking & Financial Services Fund,Nifty Financial Services TRI,6.354632,13.827928,14.2693615
Sectoral / Thematic,Nippon India Consumption Fund,Nifty India Consumption TRI,2.3532157,12.813568,15.284641
Sectoral / Thematic,Nippon India Innovation Fund,Nifty 500 TRI,7.639455,,
Sectoral / Thematic,Nippon India Japan Equity Fund,S&P Japan 500 TRI,35.313293,21.481298,11.674102
Sectoral / Thematic,Nippon India MNC Fund,Nifty MNC TRI,13.068056,,
Sectoral / Thematic,Nippon India Pharma Fund,BSE Healthcare TRI,12.114954,18.998983,13.7221155
Sectoral / Thematic,Nippon India Power & Infra Fund,Nifty Infrastructure TRI,14.086157,21.956844,23.060425
Sectoral / Thematic,Nippon India Quant Fund,BSE 200 TRI,7.23466,16.599705,15.140249
Sectoral / Thematic,Nippon India Taiwan Equity Fund,Taiwan Capitalization Weighted Stock Index,140.27438,57.592007,
Sectoral / Thematic,Nippon India US Equity Opportunities Fund,S&P 500 TRI,20.627758,18.993738,12.169956
Sectoral / Thematic,PGIM India Healthcare Fund,BSE Healthcare TRI,23.06163,,
Sectoral / Thematic,Quant BFSI Fund,Nifty Financial Services TRI,19.60588,25.735134,
Sectoral / Thematic,Quant Business Cycle Fund,Nifty 500 TRI,9.200841,16.37819,
Sectoral / Thematic,Quant Commodities Fund,Nifty Commodities TRI,18.579943,,
Sectoral / Thematic,Quant Consumption Fund,Nifty India Consumption TRI,2.9464521,,
Sectoral / Thematic,Quant ESG Integration Strategy Fund,Nifty 100 ESG TRI,25.319239,18.68547,20.10272
Sectoral / Thematic,Quant Healthcare Fund,NIFTY Healthcare TRI,19.929401,21.431335,
Sectoral / Thematic,Quant Infrastructure Fund,Nifty Infrastructure TRI,13.815574,19.694677,20.027452
Sectoral / Thematic,Quant Manufacturing Fund,Nifty India Manufacturing TRI,20.795855,,
Sectoral / Thematic,Quant Momentum Fund,Nifty 500 TRI,12.95674,,
Sectoral / Thematic,Quant PSU Fund,Nifty PSE TRI,8.233441,,
Sectoral / Thematic,Quant Quantamental Fund,Nifty 200 TRI,15.726214,17.954153,19.927696
Sectoral / Thematic,Quant Teck Fund,Nifty IT TRI,-3.4218104,,
Sectoral / Thematic,Quantum ESG Best In Class Strategy Fund,Nifty 100 ESG TRI,1.8246727,10.64583,9.223166
Sectoral / Thematic,Quantum Ethical Fund,Nifty 500 Shariah TRI,4.646465,,
Sectoral / Thematic,SBI Automotive Opportunities Fund,Nifty Auto TRI,38.779125,,
Sectoral / Thematic,SBI Banking & Financial Services Fund,Nifty Financial Services TRI,6.4009705,17.197172,13.684119
Sectoral / Thematic,SBI COMMA Fund,Nifty Commodities TRI,14.9831705,18.473227,11.792235
Sectoral / Thematic,SBI Consumption Opportunities Fund,Nifty India Consumption TRI,-2.7670166,9.041417,14.371739
Sectoral / Thematic,SBI ESG Exclusionary Strategy Fund,Nifty 100 ESG TRI,5.4751425,11.492353,10.582142
Sectoral / Thematic,SBI Energy Opportunities Fund,Nifty Energy TRI,9.066466,,
Sectoral / Thematic,SBI Equity Minimum Variance Fund,Nifty 50 TRI,4.617028,9.657987,10.99034
Sectoral / Thematic,SBI Healthcare Opportunities Fund,BSE Healthcare TRI,20.509956,24.500591,18.245487
Sectoral / Thematic,SBI Infrastructure Fund,Nifty Infrastructure TRI,8.220023,16.820591,18.328531
Sectoral / Thematic,SBI Innovative Opportunities Fund,Nifty 500 TRI,12.525925,,
Sectoral / Thematic,SBI MNC Fund,Nifty MNC TRI,16.529497,9.101915,9.841081
Sectoral / Thematic,SBI PSU Fund,BSE PSU TRI,12.426343,25.166132,24.31714
Sectoral / Thematic,SBI Quality Fund,Nifty 200 Quality 30 TRI,,,
Sectoral / Thematic,SBI Quant Fund,BSE 200 TRI,7.529558,,
Sectoral / Thematic,SBI Technology Opportunities Fund,BSE Teck TRI,-1.1954584,11.8041115,9.648334
Sectoral / Thematic,Samco Active Momentum Fund,Nifty 500 TRI,5.882353,14.970695,
Sectoral / Thematic,Samco Special Opportunities Fund,Nifty 500 TRI,1.010101,,
Sectoral / Thematic,Shriram Multi Sector Rotation Fund,Nifty 500 TRI,10.167356,,
Sectoral / Thematic,Sundaram Business Cycle Fund,Nifty 500 TRI,7.201198,,
Sectoral / Thematic,Sundaram Consumption Fund,Nifty India Consumption TRI,1.1210341,12.816109,13.208715
Sectoral / Thematic,Sundaram Financial Services Opportunities Fund,Nifty Financial Services TRI,9.891984,14.94635,15.2023115
Sectoral / Thematic,Sundaram Infrastructure Advantage Fund,Nifty Infrastructure TRI,9.077034,18.612322,17.418678
Sectoral / Thematic,Sundaram Multi-Factor Fund,BSE 200 TRI,0.23335129,,
Sectoral / Thematic,Sundaram Services Fund,Nifty Services Sector TRI,8.953495,16.6154,15.664921
Sectoral / Thematic,Tata Banking And Financial Services Fund,Nifty Financial Services TRI,6.7921305,13.4001665,13.429786
Sectoral / Thematic,Tata Business Cycle Fund,Nifty 500 TRI,5.650245,14.956129,15.903146
Sectoral / Thematic,Tata Digital India Fund,Nifty IT TRI,-4.957667,8.635025,6.986731
Sectoral / Thematic,Tata Ethical Fund,Nifty 500 Shariah TRI,0.13778293,7.329876,8.755406
Sectoral / Thematic,Tata Housing Opportunities Fund,Nifty Housing TRI,2.94713,10.442859,
Sectoral / Thematic,Tata India Consumer Fund,Nifty India Consumption TRI,9.522886,17.096151,16.028675
Sectoral / Thematic,Tata India Innovation Fund,Nifty 500 TRI,7.693639,,
Sectoral / Thematic,Tata India Pharma & Heathcare Fund,BSE Healthcare TRI,12.556126,20.541567,15.354476
Sectoral / Thematic,Tata Infrastructure Fund,BSE India Infrastructure TRI,8.831516,15.538416,18.221497
Sectoral / Thematic,Tata Resources & Energy Fund,Nifty Commodities TRI,11.440284,18.30316,13.5912695
Sectoral / Thematic,Taurus Banking and Financial Services Fund,BSE BANKEX TRI,1.5923567,9.659086,10.821189
Sectoral / Thematic,Taurus Ethical Fund,BSE 500 Shariah TRI,6.8071775,13.137109,11.188511
Sectoral / Thematic,Taurus Infrastructure Fund,Nifty Infrastructure TRI,-1.9316909,12.426738,11.905366
Sectoral / Thematic,The Wealth Company Ethical Fund,Nifty 500 Shariah TRI,,,
Sectoral / Thematic,UTI Banking and Financial Services Fund,Nifty Financial Services TRI,8.245495,14.570979,13.076213
Sectoral / Thematic,UTI Healthcare Fund,BSE Healthcare TRI,17.281536,24.449532,16.019382
Sectoral / Thematic,UTI India Consumer Fund,Nifty India Consumption TRI,6.3076515,13.1803665,11.436027
Sectoral / Thematic,UTI Infrastructure Fund,Nifty Infrastructure TRI,5.304281,15.748974,14.908383
Sectoral / Thematic,UTI Innovation Fund,Nifty 500 TRI,1.3469892,,
Sectoral / Thematic,UTI MNC Fund,Nifty MNC TRI,6.7592926,11.273668,10.329209
Sectoral / Thematic,UTI Quant Fund,BSE 200 TRI,4.770318,,
Sectoral / Thematic,UTI Transportation and Logistics Fund,Nifty Transportation & Logistics TRI,16.945698,21.650002,21.804405
Sectoral / Thematic,Union Active Momentum Fund,Nifty 500 TRI,14.466131,,
Sectoral / Thematic,Union Business Cycle Fund,Nifty 500 TRI,8.888889,,
Sectoral / Thematic,Union Consumption Fund,Nifty India Consumption TRI,,,
Sectoral / Thematic,Union Innovation & Opportunities Fund,Nifty 500 TRI,15.592516,,
