category,scheme_name,benchmark,return_1y_direct,return_3y_direct,return_5y_direct,scheme_code,matched_name
Mid Cap,Taurus Mid Cap Fund,Nifty Midcap 150 TRI,7.7201257,12.391788,12.961778,118872,Taurus Mid Cap Fund - Direct Plan - Growth
Mid Cap,UTI Mid Cap Fund,Nifty Midcap 150 TRI,7.2158003,14.118532,13.441751,120726,UTI Mid Cap Fund-Growth Option- Direct
Mid Cap,WhiteOak Capital Mid Cap Fund,BSE Midcap 150 TRI,17.980408,24.159874,,150584,WhiteOak Capital Mid Cap Fund Direct Plan Growth
Small Cap,Abakkus Small Cap Fund,Nifty Smallcap 250 TRI,,,,154215,Abakkus Small Cap Fund - Direct Plan - Growth
Small Cap,Aditya Birla Sun Life Small cap Fund,BSE 250 Smallcap TRI,17.521166,17.111977,14.166386,119556,Aditya Birla Sun Life Small Cap Fund - Growth - Direct Plan
Small Cap,Axis Small Cap Fund,Nifty Smallcap 250 TRI,10.884354,17.147257,17.294449,125354,Axis Small Cap Fund - Direct Plan - Growth
Small Cap,Bajaj Finserv Small Cap Fund,BSE 250 Smallcap TRI,16.084568,,,151895,Bajaj Finserv Flexi Cap Fund-Direct Plan-Growth
Small Cap,Bandhan Small Cap Fund,BSE 250 Smallcap TRI,12.643838,27.872025,20.195587,145206,Tata Small Cap Fund-Direct Plan-Growth
Small Cap,Bank of India Small Cap Fund,Nifty Smallcap 250 TRI,23.445345,23.240255,20.429836,118525,Franklin India Small Cap Fund - Direct - Growth
Small Cap,Baroda BNP Paribas Small Cap Fund,Nifty Smallcap 250 TRI,10.231717,,,152128,Baroda BNP Paribas Small Cap Fund - Direct Plan - Growth option
Small Cap,Canara Robeco Small Cap Fund,Nifty Smallcap 250 TRI,8.354846,14.967582,16.712805,150817,Canara Robeco Mid Cap Fund- Direct Plan- Growth Option
Small Cap,DSP Small Cap Fund,BSE 250 Smallcap TRI,16.243563,18.450457,18.096645,119212,DSP Small Cap Fund - Direct Plan - Growth
Small Cap,Edelweiss Small Cap Fund,Nifty Smallcap 250 TRI,11.481904,18.08404,18.50603,146196,Edelweiss Small Cap Fund - Direct Plan - Growth
Small Cap,Franklin India Small Cap Fund,Nifty Smallcap 250 TRI,6.5745473,15.660772,17.456642,118525,Franklin India Small Cap Fund - Direct - Growth
Small Cap,Groww Small Cap Fund,Nifty Smallcap 250 TRI,,,,154063,Groww Small Cap Fund-Direct-Growth
Small Cap,HDFC Small Cap Fund,BSE 250 Smallcap TRI,3.0218012,14.024469,16.413748,151130,HSBC Small Cap Fund - Direct Growth
Small Cap,HSBC Small Cap Fund,Nifty Smallcap 250 TRI,10.688392,16.494198,18.190762,151130,HSBC Small Cap Fund - Direct Growth
Small Cap,Helios Small Cap Fund,Nifty Smallcap 250 TRI,,,,153912,Helios Small Cap Fund - Direct Plan - Growth Option
Small Cap,ICICI Prudential Smallcap Fund,Nifty Smallcap 250 TRI,5.685176,13.332686,15.338467,120591,ICICI Prudential Smallcap Fund - Direct Plan - Growth
Small Cap,ITI Small Cap Fund,Nifty Smallcap 250 TRI,18.94405,26.22328,18.597342,154063,Groww Small Cap Fund-Direct-Growth
Small Cap,Invesco India Smallcap Fund,BSE 250 Smallcap TRI,17.882095,24.683908,20.924128,145137,Invesco India Smallcap Fund - Direct Plan - Growth
Small Cap,JM Small Cap Fund,Nifty Smallcap 250 TRI,17.518118,,,154063,Groww Small Cap Fund-Direct-Growth
Small Cap,Kotak Small Cap Fund,Nifty Smallcap 250 TRI,6.99101,13.897585,14.167626,120164,Kotak-Small Cap Fund - Growth - Direct
Small Cap,LIC MF Small Cap Fund,Nifty Smallcap 250 TRI,15.457705,18.95899,18.688229,152004,LIC MF Small Cap Fund-Direct Plan-Growth
Small Cap,Mahindra Manulife Small Cap Fund,BSE 250 Smallcap TRI,16.319618,22.428436,,150915,Mahindra Manulife Small Cap Fund - Direct Plan - Growth
Small Cap,Mirae Asset Small Cap Fund,Nifty Smallcap 250 TRI,12.078825,,,153196,Mirae Asset Small Cap Fund - Direct Plan - Growth
Small Cap,Motilal Oswal Small Cap Fund,Nifty Smallcap 250 TRI,24.266422,,,152237,Motilal Oswal Small Cap Fund - Direct - Growth
Small Cap,Nippon India Small Cap Fund,Nifty Smallcap 250 TRI,10.150018,17.722012,19.933283,118525,Franklin India Small Cap Fund - Direct - Growth
Small Cap,PGIM India Small Cap Fund,Nifty Smallcap 250 TRI,13.222668,17.092993,14.6303625,149019,PGIM India Small Cap Fund - Direct Plan- Growth Option
Small Cap,Quant Small Cap Fund,Nifty Smallcap 250 TRI,14.619128,19.481092,19.233612,145206,Tata Small Cap Fund-Direct Plan-Growth
Small Cap,Quantum Small Cap Fund,BSE 250 Smallcap TRI,10.791925,,,145206,Tata Small Cap Fund-Direct Plan-Growth
Small Cap,SBI Small Cap Fund,BSE 250 Smallcap TRI,7.8014865,12.963236,14.881651,151130,HSBC Small Cap Fund - Direct Growth
Small Cap,Samco Small Cap Fund,Nifty Smallcap 250 TRI,,,,154063,Groww Small Cap Fund-Direct-Growth
Small Cap,Sundaram Small Cap Fund,Nifty Smallcap 250 TRI,17.253582,18.9371,18.156311,119589,Sundaram Small Cap Fund Direct Plan - Growth
Small Cap,TRUSTMF Small Cap Fund,Nifty Smallcap 250 TRI,31.11111,,,152584,TRUSTMF Flexi Cap Fund-Direct Plan- Growth
Small Cap,Tata Small Cap Fund,Nifty Smallcap 250 TRI,-1.2487752,13.274515,15.815926,145206,Tata Small Cap Fund-Direct Plan-Growth
Small Cap,The Wealth Company Small Cap Fund,Nifty Smallcap 250 TRI,,,,154269,The Wealth Company Small Cap Fund- Direct-Growth
Small Cap,UTI Small Cap Fund,Nifty Smallcap 250 TRI,8.008179,16.644163,16.571535,154063,Groww Small Cap Fund-Direct-Growth
Small Cap,Union Small Cap Fund,BSE 250 Smallcap TRI,22.26142,19.832232,17.91051,154063,Groww Small Cap Fund-Direct-Growth
Value,Aditya Birla Sun Life Value Fund,Nifty 500 TRI,15.054267,17.37603,15.182962,119659,Aditya Birla Sun Life Value Fund - Growth - Direct Plan
Value,Axis Value Fund,Nifty 500 TRI,12.571428,19.993586,,149166,Axis Value Fund - Direct Plan - Growth
Value,Bandhan Value Fund,BSE 500 TRI,4.555573,12.537495,14.13825,118481,Bandhan Value Fund - Direct Plan - Growth
Value,Baroda BNP Paribas Value Fund,Nifty 500 TRI,4.0945435,11.033342,,151755,Baroda BNP Paribas Value Fund - Direct Plan - Growth option
Value,Canara Robeco Value Fund,BSE 500 TRI,2.1309772,13.247842,,149085,Canara Robeco Value Fund - Direct Plan - Growth Option
Value,HDFC Value Fund,Nifty 500 TRI,10.43921,17.841965,15.59593,151113,HSBC Value Fund - Direct Growth
Value,HSBC Value Fund,Nifty 500 TRI,5.925632,18.851622,17.418293,151113,HSBC Value Fund - Direct Growth
Value,ICICI Prudential Value Fund,Nifty 500 TRI,1.8390579,14.5837345,16.472425,148600,ICICI Prudential Quant Fund Direct Plan Growth
Value,LIC MF Value Fund,Nifty 500 TRI,24.491615,19.53161,15.220316,152018,LIC MF Value Fund-Direct Plan-Growth
Value,Mahindra Manulife Value Fund,Nifty 500 TRI,16.649836,,,153303,Mahindra Manulife Value Fund - Direct Plan - Growth
Value,Nippon India Value Fund,Nifty 500 TRI,3.6828716,17.162432,15.519916,118784,Nippon India Value Fund - Direct Plan Growth Plan
Value,Quantum Value Fund,BSE 500 TRI,-0.37890503,12.336157,11.263856,103490,Quantum Value Fund - Direct Plan Growth Option
Value,Sundaram Value Fund,Nifty 500 TRI,-1.3746247,8.607267,9.927766,119549,Sundaram Value Fund Direct Plan - Growth
Value,Templeton India Value Fund,Nifty 500 TRI,1.4293184,12.241777,15.242757,118494,Templeton India Value Fund - Direct - Growth
ELSS,Aditya Birla Sun Life ELSS Tax Saver Fund,Nifty 500 TRI,6.0107656,13.334554,9.679009,119544,Aditya Birla Sun Life ELSS Tax Saver Fund - Growth - Direct Plan
ELSS,Axis ELSS Tax Saver Fund,Nifty 500 TRI,4.70311,12.514299,8.282948,145819,Shriram ELSS Tax Saver Fund - Direct Growth
ELSS,Bajaj Finserv ELSS Tax Saver Fund,BSE 500 TRI,8.725437,,,119773,Kotak ELSS Tax Saver Fund-Growth - Direct
ELSS,Bandhan ELSS Tax saver Fund,BSE 500 TRI,6.5810604,11.80396,13.192126,151078,HSBC ELSS Tax saver Fund - Direct Growth
ELSS,Bank of India ELSS Tax Saver,BSE 500 TRI,7.28368,14.648047,12.730164,118540,Franklin India ELSS Tax Saver Fund - Direct - Growth
ELSS,Baroda BNP Paribas ELSS Tax Saver Fund,Nifty 500 TRI,9.963516,17.597776,14.005874,147481,Parag Parikh ELSS Tax Saver Fund- Direct Growth
ELSS,Canara Robeco ELSS Tax Saver Fund,BSE 500 TRI,6.4975247,13.778953,12.193754,149570,Sundaram ELSS Tax Saver Fund Direct Plan Growth
ELSS,DSP ELSS Tax Saver Fund,Nifty 500 TRI,4.0515847,15.839315,13.554876,119242,DSP ELSS Tax Saver Fund - Direct Plan - Growth
ELSS,Edelweiss ELSS Tax saver Fund,Nifty 500 TRI,10.760234,15.755465,13.696497,118620,Edelweiss ELSS Tax Saver Fund - Direct Plan-Growth Option
ELSS,Franklin India ELSS Tax Saver Fund,Nifty 500 TRI,0.52719563,13.384734,13.493752,118540,Franklin India ELSS Tax Saver Fund - Direct - Growth
ELSS,Groww ELSS Tax Saver Fund,BSE 500 TRI,-1.8037835,11.597041,10.572764,119773,Kotak ELSS Tax Saver Fund-Growth - Direct
ELSS,HDFC ELSS Tax saver,Nifty 500 TRI,1.3437357,15.759913,16.423141,151078,HSBC ELSS Tax saver Fund - Direct Growth
ELSS,HSBC ELSS Tax saver Fund,Nifty 500 TRI,8.283124,18.03969,14.223862,151078,HSBC ELSS Tax saver Fund - Direct Growth
ELSS,ICICI Prudential ELSS Tax Saver Fund,Nifty 500 TRI,4.6471734,13.311125,12.154679,120592,ICICI Prudential ELSS Tax Saver Fund - Direct Plan - Growth
ELSS,ITI ELSS Tax Saver Fund,Nifty 500 TRI,9.815194,19.586996,14.180041,119773,Kotak ELSS Tax Saver Fund-Growth - Direct
ELSS,Invesco India ELSS Tax Saver Fund,BSE 500 TRI,3.5638986,14.250072,11.457271,120416,Invesco India ELSS Tax Saver Fund - Direct Plan - Growth
ELSS,JM ELSS Tax Saver Fund,BSE 500 TRI,12.828477,18.241846,16.099775,120494,JM ELSS Tax Saver Fund (Direct) - Growth Option
ELSS,Kotak ELSS Tax Saver Fund,Nifty 500 TRI,5.38986,13.389135,13.383016,119773,Kotak ELSS Tax Saver Fund-Growth - Direct
ELSS,LIC MF ELSS Tax Saver,Nifty 500 TRI,1.4315497,12.37357,11.740062,120270,LIC MF ELSS Tax Saver-Direct Plan-Growth
ELSS,Mahindra Manulife ELSS Tax Saver Fund,Nifty 500 TRI,1.331899,10.898777,11.70397,139781,Mahindra Manulife ELSS Tax Saver Fund - Direct Plan -Growth
ELSS,Mirae Asset ELSS Tax Saver Fund,Nifty 500 TRI,7.6820173,14.5767,12.963507,135781,Mirae Asset ELSS Tax Saver Fund - Direct Plan - Growth
ELSS,Motilal Oswal ELSS Tax Saver Fund,Nifty 500 TRI,9.635984,22.816786,17.870987,133386,Motilal Oswal ELSS Tax Saver Fund - Direct Plan - Growth Option
ELSS,NJ ELSS Tax Saver Scheme,Nifty 500 TRI,0.66093856,12.815566,,151611,NJ ELSS Tax Saver Scheme Direct Growth
ELSS,Nippon India ELSS Tax Saver Fund,Nifty 500 TRI,4.9839478,14.715701,13.925587,118540,Franklin India ELSS Tax Saver Fund - Direct - Growth
ELSS,PGIM India ELSS Tax Saver Fund,Nifty 500 TRI,2.6877668,10.526884,11.3447485,135601,PGIM India ELSS Tax Saver Fund - Direct Plan - Growth Option
ELSS,Parag Parikh ELSS Tax Saver Fund,Nifty 500 TRI,-3.3447618,12.051394,13.340139,147481,Parag Parikh ELSS Tax Saver Fund- Direct Growth
ELSS,Quant ELSS Tax Saver Fund,Nifty 500 TRI,16.41333,17.388344,15.940659,119773,Kotak ELSS Tax Saver Fund-Growth - Direct
ELSS,Quantum ELSS Tax Saver Fund,BSE 500 TRI,-0.14740108,12.43743,11.373125,111549,Quantum ELSS Tax Saver Fund - Direct Plan Growth Option
ELSS,SBI ELSS Tax Saver Fund,BSE 500 TRI,3.2089806,17.057302,16.66054,151078,HSBC ELSS Tax saver Fund - Direct Growth
ELSS,Samco ELSS Tax Saver Fund,Nifty 500 TRI,-1.1569053,5.767206,,145819,Shriram ELSS Tax Saver Fund - Direct Growth
ELSS,Shriram ELSS Tax Saver Fund,Nifty 500 TRI,3.6459513,10.137065,9.760596,145819,Shriram ELSS Tax Saver Fund - Direct Growth
ELSS,Sundaram ELSS Tax Saver Fund,Nifty 500 TRI,0.52383703,10.782214,11.48223,149570,Sundaram ELSS Tax Saver Fund Direct Plan Growth
ELSS,Tata ELSS Fund,Nifty 500 TRI,10.173306,14.46783,14.054859,132756,Tata ELSS Fund-Growth-Direct Plan
ELSS,Taurus ELSS Tax Saver Fund,BSE 500 TRI,1.1400409,12.362184,11.969458,118866,Taurus ELSS Tax Saver Fund - Direct Plan - Growth
ELSS,UTI ELSS Tax Saver Fund,Nifty 500 TRI,3.1320968,10.923447,9.445426,119773,Kotak ELSS Tax Saver Fund-Growth - Direct
ELSS,Union ELSS Tax Saver Fund,BSE 500 TRI,5.05441,12.665377,12.401914,119773,Kotak ELSS Tax Saver Fund-Growth - Direct
ELSS,WhiteOak Capital ELSS Tax Saver Fund,BSE 500 TRI,7.4993105,18.479145,,150587,WhiteOak Capital ELSS Tax Saver Fund Direct Plan Growth
Contra,Invesco India Contra Fund,BSE 500 TRI,3.374778,17.0805,14.745932,120348,Invesco India Contra Fund - Direct Plan - Growth
Contra,Kotak Contra Fund,Nifty 500 TRI,7.0948806,17.949934,16.198011,119769,Kotak Contra Fund - Direct Plan - Growth
Contra,Motilal Oswal Contra Fund,Nifty 500 TRI,,,,154337,Motilal Oswal Contra Fund - Direct â Growth
Dividend Yield,Aditya Birla Sun Life Dividend Yield Fund,Nifty 500 TRI,7.751272,15.495527,14.578495,119507,Aditya Birla Sun Life Dividend Yield Fund - Growth - Direct Plan
Dividend Yield,Baroda BNP Paribas Dividend Yield Fund,Nifty 500 TRI,7.361139,,,152810,Baroda BNP Paribas Dividend Yield Fund - Direct Plan - Growth Option
Dividend Yield,Franklin India Dividend Yield Fund,Nifty 500 TRI,3.410758,13.576993,13.719838,118527,Franklin India Dividend Yield Fund - Direct - Growth
Dividend Yield,HDFC Dividend Yield Fund,Nifty 500 TRI,4.5933967,13.892767,15.962504,148609,HDFC Dividend Yield Fund - Growth Option Direct Plan
Dividend Yield,ICICI Prudential Dividend Yield Equity Fund,Nifty 500 TRI,5.8171744,18.744339,19.102562,129312,ICICI Prudential Dividend Yield Equity Fund Direct Plan Growth Option
Dividend Yield,Kotak Dividend Yield Fund,Nifty 500 TRI,,,,154097,Kotak Dividend Yield Fund - Direct - Growth
Dividend Yield,LIC MF Dividend Yield Fund,Nifty 500 TRI,10.706564,20.82508,17.066637,152022,LIC MF Dividend Yield Fund-Direct Plan-Growth
Dividend Yield,SBI Dividend Yield Fund,Nifty 500 TRI,9.319522,13.546365,,151478,SBI Dividend Yield Fund - Direct Plan - Growth
Dividend Yield,Sundaram Dividend Yield Fund,Nifty 500 TRI,2.1487575,12.335528,11.388174,148947,Tata Dividend Yield Fund-Direct Plan-Growth
Dividend Yield,Tata Dividend Yield Fund,Nifty 500 TRI,14.511916,16.742327,15.283534,148947,Tata Dividend Yield Fund-Direct Plan-Growth
Dividend Yield,UTI Dividend Yield Fund,Nifty 500 TRI,4.3292036,15.505017,12.949129,120749,UTI-Dividend Yield Fund.-Growth-Direct
Focused,360 ONE Focused Fund,BSE 500 TRI,8.125302,13.860805,13.055563,131580,360 ONE Focused Fund-Direct Plan-Growth
Focused,Aditya Birla Sun Life Focused Fund,Nifty 500 TRI,9.890981,15.3202915,13.02694,119564,Aditya Birla Sun Life Focused Fund - Growth - Direct Plan
Focused,Bandhan Focused Fund,BSE 500 TRI,3.904922,16.216661,13.246604,118421,Bandhan Focused Fund - Direct Plan - Growth
Focused,Baroda BNP Paribas Focused Fund,Nifty 500 TRI,1.1132174,10.99533,11.162807,153795,Baroda BNP Paribas Gold ETF Fund of Funds Direct Growth
Focused,Canara Robeco Focused Fund,BSE 500 TRI,2.9508197,15.457078,14.163699,148883,Canara Robeco Focused Fund - Direct Plan - Growth Option
Focused,DSP Focused Fund,Nifty 500 TRI,5.935108,15.634492,11.848832,119096,DSP Focused Fund - Direct Plan - Growth
Focused,Edelweiss Focused Fund,Nifty 500 TRI,7.107526,15.381645,,150376,Edelweiss Focused Fund - Direct Plan - Growth
Focused,Franklin India Focused Equity Fund,Nifty 500 TRI,-2.9000185,10.407141,11.800021,118564,Franklin India Focused Equity Fund - Direct - Growth
Focused,HDFC Focused Fund,Nifty 500 TRI,5.662632,17.927074,19.644497,148411,HSBC Focused Fund - Direct Growth
Focused,HSBC Focused Fund,Nifty 500 TRI,10.57197,16.11828,12.697206,148411,HSBC Focused Fund - Direct Growth
Focused,ICICI Prudential Focused Equity Fund,BSE 500 TRI,8.419029,19.148054,17.526218,120722,ICICI Prudential Focused Equity Fund - Direct Plan - Growth
Focused,ITI Focused Fund,Nifty 500 TRI,12.228259,20.065731,,151777,ITI Focused Fund - Direct Plan - Growth
Focused,Invesco India Focused Fund,BSE 500 TRI,4.4227643,23.54096,16.855846,148481,Invesco India Focused Fund - Direct Plan - Growth
Focused,Kotak Focused Fund,Nifty 500 TRI,13.678629,17.175474,14.480533,147473,Kotak Focused Fund- Direct Plan- Growth option
Focused,LIC MF Focused Fund,Nifty 500 TRI,7.2852683,11.25215,10.889102,152010,LIC MF Focused Fund-Direct Plan-Growth
Focused,Mahindra Manulife Focused Fund,Nifty 500 TRI,5.7399144,16.372128,15.818893,148567,Mahindra Manulife Focused Fund - Direct Plan -Growth
Focused,Mirae Asset Focused Fund,Nifty 500 TRI,-0.42128763,8.668413,7.897683,147206,Mirae Asset Focused Fund Direct Plan Growth
Focused,Motilal Oswal Focused Fund,Nifty 500 TRI,22.5254,13.6389885,11.051924,122389,Motilal Oswal Focused Fund - Direct Plan Growth Option
Focused,Old Bridge Focused Fund,BSE 500 TRI,23.706896,,,152358,Old Bridge Focused Fund - Direct Growth
Focused,Quant Focused Fund,Nifty 500 TRI,13.866964,15.323016,14.164587,147757,Tata Focused Fund-Direct Plan-Growth
Focused,SBI Focused Fund,BSE 500 TRI,17.759714,17.32147,14.060133,148411,HSBC Focused Fund - Direct Growth
Focused,Sundaram Focused Fund,Nifty 500 TRI,7.3641887,12.094019,11.350759,150571,Sundaram Flexicap Fund Direct Growth
Focused,Tata Focused Fund,Nifty 500 TRI,3.8323328,12.514248,12.051866,147757,Tata Focused Fund-Direct Plan-Growth
Sectoral / Thematic,Aditya Birla Sun Life Banking & Financial Services Fund,Nifty Financial Services TRI,8.717795,12.362467,12.390711,125597,Aditya Birla Sun Life Banking and Financial Services Fund - Direct Plan - Growth
Sectoral / Thematic,Aditya Birla Sun Life Business Cycle Fund,BSE 500 TRI,11.410256,14.563976,,149295,Aditya Birla Sun Life Business Cycle Fund-Direct Growth
Sectoral / Thematic,Aditya Birla Sun Life Conglomerate Fund,BSE Select Business Groups Index TRI,9.297913,,,153124,Aditya Birla Sun Life Conglomerate Fund-Direct Growth
Sectoral / Thematic,Aditya Birla Sun Life Consumption Fund,Nifty India Consumption TRI,0.1951775,11.284467,12.189354,119591,Aditya Birla Sun Life Consumption Fund - Growth - Direct Plan
Sectoral / Thematic,Aditya Birla Sun Life Digital India Fund,BSE Teck TRI,-1.3080691,7.8300633,6.8086853,120539,Aditya Birla Sun Life Digital India Fund - Growth - Direct Plan
Sectoral / Thematic,Aditya Birla Sun Life ESG Integration Strategy Fund,Nifty 100 ESG TRI,6.9094806,13.504977,10.377145,148637,Aditya Birla Sun Life ESG Integration Strategy Fund-Direct Plan-Growth
Sectoral / Thematic,Aditya Birla Sun Life Infrastructure Fund,Nifty Infrastructure TRI,15.955207,19.530521,18.889511,119514,Aditya Birla Sun Life Infrastructure Fund - Growth - Direct Plan
Sectoral / Thematic,Aditya Birla Sun Life International Equity Fund,S&P Global 1200 TRI,25.527117,19.983055,12.398876,119517,Aditya Birla Sun Life International Equity Fund - Growth - Direct Plan
Sectoral / Thematic,Aditya Birla Sun Life MNC Fund,Nifty MNC TRI,-1.1510677,9.715984,7.2480106,148921,Aditya Birla Sun Life Multi-Cap Fund-Direct Growth
Sectoral / Thematic,Aditya Birla Sun Life Manufacturing Equity Fund,BSE India Manufacturing TRI,26.537683,22.3654,15.916559,133516,Aditya Birla Sun Life Manufacturing Equity Fund - Direct Plan - Growth
Sectoral / Thematic,Aditya Birla Sun Life PSU Equity Fund,BSE PSU TRI,15.267395,24.399239,24.305025,147844,Aditya Birla Sun Life PSU Equity Fund-Direct Plan-Growth
Sectoral / Thematic,Aditya Birla Sun Life Pharma & Healthcare Fund,BSE Healthcare TRI,19.547325,22.22373,14.923315,147409,Aditya Birla Sun Life Pharma and Healthcare Fund-Direct-Growth
Sectoral / Thematic,Aditya Birla Sun Life Quant Fund,Nifty 200 TRI,13.17176,,,152684,Aditya Birla Sun Life Quant Fund - Direct Growth
Sectoral / Thematic,Aditya Birla Sun Life Special Opportunities Fund,BSE 500 TRI,18.995052,20.879269,16.011292,148539,Aditya Birla Sun Life Special Opportunities Fund-Direct-Growth
Sectoral / Thematic,Aditya Birla Sun Life Transportation and Logistics Fund,Nifty Transportation & Logistics TRI,27.83286,,,152158,Aditya Birla Sun Life Transportation and Logistics Fund-Direct Growth
Sectoral / Thematic,Axis Business Cycles Fund,Nifty 500 TRI,6.8275456,15.533669,,151368,Axis Business Cycles Fund - Direct Plan - Growth
Sectoral / Thematic,Axis Consumption Fund,Nifty India Consumption TRI,2.4973986,,,152805,Axis Consumption Fund Direct Plan - Growth
Sectoral / Thematic,Axis ESG Integration Strategy Fund,Nifty 100 ESG TRI,2.2153301,10.412482,8.107236,147928,Axis ESG Integration Strategy Fund - Direct Plan - Growth Option
Sectoral / Thematic,Axis India Manufacturing Fund,Nifty India Manufacturing TRI,19.044222,,,152202,Axis India Manufacturing Fund - Direct Plan - Growth
Sectoral / Thematic,Axis Innovation Fund,Nifty 500 TRI,15.364983,17.751326,13.18933,148634,Axis Innovation Fund - Direct Plan - Growth Option
Sectoral / Thematic,Axis Quant Fund,BSE 200 TRI,8.06743,11.618896,11.292753,148993,Axis Quant Fund - Direct Plan - Growth
Sectoral / Thematic,Axis Services Opportunities Fund,Nifty Services Sector TRI,3.8539553,,,153624,Axis Services Opportunities Fund - Direct Plan - Growth Option
Sectoral / Thematic,Bajaj Finserv Banking and Financial Services Fund,Nifty Financial Services TRI,,,,153937,Bajaj Finserv Banking and Financial Services Fund - Direct - Growth
Sectoral / Thematic,Bajaj Finserv Consumption Fund,Nifty India Consumption TRI,1.008316,,,154204,Bajaj Finserv Low Duration Fund - Direct - Growth
Sectoral / Thematic,Bajaj Finserv Healthcare Fund,BSE Healthcare TRI,20.5298,,,153206,Bajaj Finserv Gilt Fund - Direct - Growth
Sectoral / Thematic,Bandhan Business Cycle Fund,Nifty 500 TRI,2.6626627,,,152878,Bandhan Business Cycle Fund - Direct Plan - Growth
Sectoral / Thematic,Bandhan Financial Services Fund,Nifty Financial Services TRI,6.6684537,17.287373,,153266,HSBC Financial Services Fund - Direct Growth
Sectoral / Thematic,Bandhan Healthcare Fund,BSE Healthcare TRI,,,,153972,Bandhan Healthcare Fund - Direct Plan - Growth
Sectoral / Thematic,Bandhan Infrastructure Fund,BSE India Infrastructure TRI,1.8469024,18.562376,17.803566,151040,HSBC Infrastructure Fund - Direct Growth
Sectoral / Thematic,Bandhan Innovation Fund,Nifty 500 TRI,22.71921,,,152607,Bandhan Innovation Fund - Direct Plan - Growth
Sectoral / Thematic,Bandhan Multi-Factor Fund,BSE 200 TRI,3.4669883,,,153722,Bandhan Multi-Factor Fund - Direct Plan - Growth
Sectoral / Thematic,Bandhan Transportation and Logistics Fund,Nifty Transportation & Logistics TRI,20.999783,22.946415,,153118,Kotak Transportation & Logistics Fund-Direct Growth
Sectoral / Thematic,Bank of India Banking & Financial Services Fund,Nifty Financial Services TRI,,,,154093,Bank of India Banking & Financial Services Fund - Direct Plan - Growth
Sectoral / Thematic,Bank of India Business Cycle Fund,Nifty 500 TRI,8.552631,,,152789,Bank of India Business Cycle Fund - Direct Plan - Growth
Sectoral / Thematic,Bank of India Consumption Fund,Nifty India Consumption TRI,7.6208177,,,153139,Bank of India Consumption Fund - Direct - Growth
Sectoral / Thematic,Bank of India Manufacturing & Infrastructure Fund,BSE India Manufacturing Total Return Index (TRI) - 50% & BSE India Infrastructure,22.623604,24.844244,22.16904,119364,BANK OF INDIA Manufacturing & Infrastructure Fund-Direct Plan-Growth
Sectoral / Thematic,Baroda BNP Paribas Banking and Financial Services Fund,Nifty Financial Services TRI,7.948217,15.7942705,13.481582,119333,Baroda BNP Paribas Banking and Financial Services Fund - Direct - Growth Option
Sectoral / Thematic,Baroda BNP Paribas Business Conglomerates Fund,Nifty Conglomerate 50 Index,,,,153847,Baroda BNP Paribas Business Conglomerates Fund Direct Growth Option
Sectoral / Thematic,Baroda BNP Paribas Business Cycle Fund,BSE 500 TRI,7.268324,14.824774,,149141,Baroda BNP Paribas Business Cycle Fund - Direct Plan - Growth
Sectoral / Thematic,Baroda BNP Paribas ESG Best-in-Class Strategy Fund,Nifty 100 ESG TRI,,,,154195,Baroda BNP Paribas Best-in-Class Strategy Fund - Direct - Growth Option
Sectoral / Thematic,Baroda BNP Paribas Energy Opportunities Fund,Nifty Energy TRI,6.8399367,,,153225,Baroda BNP Paribas Energy Opportunities Fund - Direct Plan - Growth Option
Sectoral / Thematic,Baroda BNP Paribas Health and Wellness Fund,BSE Healthcare TRI,11.212731,,,153604,Baroda BNP Paribas Health and Wellness Fund Direct Growth
Sectoral / Thematic,Baroda BNP Paribas India Consumption Fund,Nifty India Consumption TRI,1.9530766,12.791322,13.002968,143508,Baroda BNP Paribas Ultra Short Duration Fund- Direct Plan- Growth
Sectoral / Thematic,Baroda BNP Paribas Innovation Fund,Nifty 500 TRI,14.194646,,,152470,Baroda BNP Paribas Innovation Fund Direct plan - Growth Option
Sectoral / Thematic,Baroda BNP Paribas Manufacturing Fund,Nifty India Manufacturing TRI,18.15333,,,152697,Baroda BNP Paribas Manufacturing Fund - Direct Plan - Growth Option
Sectoral / Thematic,Canara Robeco Banking and Financial Services Fund,Nifty Financial Services TRI,,,,154250,Canara Robeco Banking and Financials Services Fund - Direct Plan - Growth
Sectoral / Thematic,Canara Robeco Infrastructure Fund,BSE India Infrastructure TRI,7.3377233,22.280626,21.51945,151040,HSBC Infrastructure Fund - Direct Growth
Sectoral / Thematic,Canara Robeco Manufacturing Fund,Nifty India Manufacturing TRI,14.454976,,,152450,Canara Robeco Manufacturing Fund - Direct Plan - Growth Option
Sectoral / Thematic,DSP Banking & Financial Services Fund,Nifty Financial Services TRI,17.726557,,,152206,DSP Banking & Financial Services Fund - Direct - Growth
Sectoral / Thematic,DSP Business Cycle Fund,Nifty 500 TRI,8.555667,,,153121,DSP Business Cycle Fund - Direct - Growth
Sectoral / Thematic,DSP Healthcare Fund,BSE Healthcare TRI,15.344844,21.274769,16.12289,145454,DSP Healthcare Fund - Direct Plan - Growth
Sectoral / Thematic,DSP India T.I.G.E.R. Fund,BSE India Infrastructure TRI,18.250042,23.228893,22.8396,119247,DSP India T.I.G.E.R. Fund - Direct Plan - Growth
